User Language,IPSP name,URL,Geographic region,Country,Publication languages,Parent organisation,Parent organisation name,Does the IPSP only provide services to its parent organisation?,IPSP/parent organisation legal entity,IPSP/parent organisation legal entity (free text),Type of IPSP,Services provided,Services provided (free text),Publish or provide service - Academic Journals,Publish or provide service - Academic Books,Publish or provide service - Conference outputs,Publish or provide service - Grey literature,"Publish or provide service - Other research products (e.g. media, digital)",Publish or provide service - Non-academic outputs,"Publish or provide service - Other (e.g. datasets, digital scholarship, software)",Disciplines
Croatian,"Sveučilište u Rijeci, Građevinski fakultet",https://gradri.uniri.hr/znanost/izdavastvo/,Southern Europe,Croatia,Croatian - English,Yes,"Sveučilište u Rijeci, Građevinski fakultet",Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Service,Service,Service,[No response],[No response],Service,[No response],Engineering and technology
Romanian,Journal of Experimental and Molecular Biology,http://www.jemb.bio.uaic.ro/,Eastern Europe,Romania,English,Yes,Editura Universității „Alexandru Ioan Cuza” din Iași,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),Editorial,,Publish,[No response],Publish,[No response],[No response],[No response],[No response],Natural sciences
Hungarian,Fakultet političkih znanosti,https://www.fpzg.unizg.hr/,Southern Europe,Croatia,Croatian - English - Serbian,Yes,Sveučilište u Zagrebu Fakultet političkih znanosti,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),Editorial,,Publish,Publish,[No response],[No response],[No response],[No response],[No response],Social sciences
English,Vojnotehnicki glasnik/Military Technical Courier,http://www.vtg.mod.gov.rs/index-e.html,Southern Europe,Serbia,English - Serbian,Yes,University of Defence in Belgrade,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Natural sciences,Engineering and technology"
Hungarian,Ogranak Matice hrvatske u Daruvaru,https://sites.google.com/view/ogranak-mh-u-daruvaru,Southern Europe,Croatia,Croatian - English - Czech - Hungarian - Russian,Yes,Matica hrvatska,Yes,Other (please describe),Udruga,Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,"Multidisciplinary,Social sciences,Humanities"
English,Central European University Press (CEU Press),https://www.ceupress.com,Eastern Europe,Hungary,English,Yes,Central European University (CEU),No,"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,[No response],Publish,[No response],[No response],Publish,[No response],[No response],"Social sciences,Humanities"
English,TIB Open Publishing,https://www.tib-op.org/,Western Europe,Germany,English - German,Yes,Technische Informationsbibliothek (TIB),No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,[No response],Publish,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology"
English,Publishing Department of University of Niš,http://casopisi.junis.ni.ac.rs/,Southern Europe,Serbia,English - Serbian - French - German - Greek,Yes,University of Niš,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Social sciences,Humanities"
English,TUjournals,https://tujournals.ulb.tu-darmstadt.de/,Western Europe,Germany,German - English - Italian,Yes,"TU Darmstadt, Universitäts- und Landesbibliothek",Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,[No response],Publish and Service,[No response],[No response],[No response],Publish and Service,"Multidisciplinary,Engineering and technology,Social sciences,Humanities"
English,SFUS/University of Belgrade - Faculty of Pharmacy,http://pharmacy.bg.ac.rs/o-fakultetu/redovni-profesori/154/dr-sc-radica-stepanovi%c4%87-petrovi%c4%87/,Southern Europe,Serbia,English,Yes,University of Belgrade - Faculty of Pharmacy; Union of Pharmaceutical Associations of Serbia,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),Editorial,,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Medical and health sciences
English,The Vigdís Finnbogadóttir Institute for Foreign Languages / University of Iceland,https://millimala.hi.is/is/forsida/,Northern Europe,Iceland,Icelandic - English - French - Spanish - Danish,Yes,University of Iceland,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production",,Publish,Publish,[No response],Publish,[No response],[No response],[No response],"Multidisciplinary,Humanities"
French,Ouvroir,https://www.misha.fr/edition-revues,Western Europe,France,French - English - German - Spanish,Yes,Université de Strasbourg,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Service,[No response],[No response],[No response],Publish,Publish,[No response],"Multidisciplinary,Social sciences,Humanities"
Italian,Università degli studi di Messina_ Messina University Press,https://messinaup.unime.it/,Southern Europe,Italy,Italian - English,Yes,Università degli studi di Messina,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,[No response],Publish and Service,Publish and Service,Publish and Service,Publish and Service,Publish and Service,[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities"
Italian,FEDOAPRESS,https://www.sba.unina.it,Southern Europe,Italy,Italian - English,Yes,UNIVERSITA’ DEGLI STUDI DI NAPOLI FEDERICO II,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,Publish and Service,Publish and Service,[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities,Non-academic"
